start	end	text
13810100	13820100	I just, I don't understand. I don't understand why we would, why we need this bill in the first place. And then.
13820100	13825100	And then the solely focus on government entities.
13825100	13835100	And what I really think is about is behind this is really only focusing on the capital.
13835100	13843100	You know, we get a lot of people comes into capital and what we've been told, always told that this is their house.
13843100	13846100	And we're telling them.
13846100	13849100	You're.
13849100	13853100	When you need to go and relieve yourself.
13853100	13862100	You have to double think, am I going through the right door is somebody going to ask me, am I going through the right door.
13863100	13865100	I think that.
13865100	13872100	Additionally, there's other things that should happen. I didn't bring amendments for it. I wanted to, but I didn't.
13872100	13875100	And that is that the visitor center.
13875100	13878100	Should have to be able to say that.
13878100	13884100	To tell people tell families that if you come to the capital.
13884100	13889100	Make sure you go to the to the restroom that is.
13890100	13892100	Associated with your birth certificate.
13892100	13900100	I mean, it's great that we don't we're not mandating people to walk around with their birth certificate to to have to verify that.
13900100	13904100	But I think people would feel that way.
13908100	13916100	This is not about this is does not help the state be welcoming. It does not help the capital to be welcoming.
13917100	13927100	At all, it goes way against that.
13927100	13933100	This bill goes against just basic human decency.
13933100	13942100	Human decency is treating each individual with kindness with respect and empathy.
13942100	13948100	It's about recognizing each individual, no matter what challenges they're facing.
13948100	13955100	Whether they're struggling physically, mentally, whether they're rich, whether they're poor.
13955100	13958100	What color they are.
13958100	13965100	Whether they're from a rural community or from an urban community doesn't matter.
13965100	13970100	This bill spits on basic human decency.
13970100	13980100	And I'm embarrassed that we've had to spend the entire day trying to defeat this thing.
13980100	13986100	There's something that I experienced back in 2018 when I was first elected.
13986100	13990100	And it's hurt me.
13990100	13995100	And I've kept it in my heart.
13995100	14000100	And I was warned.
14000100	14008100	There were two of us from Johnson County who were elected with the first two out legislators in Kansas.
14008100	14011100	We were warned.
14011100	14017100	Not so much to watch out, although some people said, Hey, I got your back.
14017100	14023100	If somebody messes with you, I got your back.
14023100	14033100	We were warned that maybe we would not have friendly other legislators that would be friendly towards me or towards my colleague.
14033100	14039100	And for the most part, I've been welcomed.
14039100	14047100	But there was one day when I was walking through the Capitol and there were a group of women legislators.
14047100	14053100	And overheard them say, I don't have a problem with the LGBT.
14053100	14057100	Oh, excuse me. I don't have a problem with the LGBT.
14057100	14061100	But I have a problem with the T.
14061100	14075100	And since 2019, these kinds of bills have been coming up against the transgender community.
14075100	14086100	It feels to me that this bill is targeted to a specific person, specific legislator in our community.
14086100	14090100	And it's wrong.
14090100	14098100	I think it's very discriminatory.
14098100	14106100	It's very hurtful.
14106100	14115100	And it feels like a retaliatory act.
14115100	14122100	I urge you to vote no on SB 244. Thank you, Mr. Chair.
